face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence,review_index,review_status,standard_named_geometry_matches,web_named_geometry_matches,matched_camera_evidence,verification,review_notes
rear,C6420 sled,4,2,2,screen-left upper sled 3; screen-left lower sled 4; screen-right upper sled 1; screen-right lower sled 2,each about 39 percent of rear width and half height,left and right of PSU stack,separate recessed modular blocks,galvanized perforated steel with blue plastic,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,verified,11,PASS_EXACT,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_1_Right_Upper_Body|Rear_C6420_Sled_1_Right_Upper_Boundary|Rear_C6420_Sled_1_Status_Lens|Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_1_VGA|Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_2_Right_Lower_Body|Rear_C6420_Sled_2_Right_Lower_Boundary,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_1_Right_Upper_Body|Rear_C6420_Sled_1_Right_Upper_Boundary|Rear_C6420_Sled_1_Status_Lens|Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_1_VGA|Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_2_Right_Lower_Body|Rear_C6420_Sled_2_Right_Lower_Boundary,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,shared AC PSU,2,2,1,upper then lower,central narrow modules,center stack,separate hot-plug block with inlet and fan depth,galvanized steel black C20 inlet orange latch black fan green EPP1600W label,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified,12,PASS_EXACT,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,AC inlet,2,2,1,upper then lower,large rectangular,device-left half of each PSU rear,recessed C20 socket,black plastic with orange release beside it,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified,13,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,PSU fan grille,2,2,1,upper then lower,large circular,device-right half of each PSU rear,recessed fan and square guard,black fan/grille with green EPP 1600W hub label,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified,14,PASS_EXACT,Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,Rear_Shared_AC_EPP1600W_PSU_1_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Grille|Rear_Shared_AC_EPP1600W_PSU_1_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_2_Fan_Cavity|Rear_Shared_AC_EPP1600W_PSU_1_Body|Rear_Shared_AC_EPP1600W_PSU_1_Boundary|Rear_Shared_AC_EPP1600W_PSU_1_Green_Release|Rear_Shared_AC_EPP1600W_PSU_1_IEC_C14|Rear_Shared_AC_EPP1600W_PSU_2_Body|Rear_Shared_AC_EPP1600W_PSU_2_Boundary|Rear_Shared_AC_EPP1600W_PSU_2_Green_Release|Rear_Shared_AC_EPP1600W_PSU_2_IEC_C14,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,sled release handle,4,2,2,one per sled,large vertical paddle,near PSU-facing inner edge of each sled,projecting separate geometry,Dell blue textured plastic and silver hinge,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,15,PASS_EXACT,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_3_Blue_Pull_Handle|Rear_C6420_Sled_4_Blue_Pull_Handle|Front_Drive_Carrier_01_Frame_Handle|Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Frame_Handle|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Frame_Handle|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Frame_Handle|Front_Drive_Carrier_04_Orange_Release_Ring,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_3_Blue_Pull_Handle|Rear_C6420_Sled_4_Blue_Pull_Handle|Front_Drive_Carrier_01_Frame_Handle|Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Frame_Handle|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Frame_Handle|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Frame_Handle|Front_Drive_Carrier_04_Orange_Release_Ring,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,sled release lock,4,2,2,one per sled,small metal latch,outer edge of each sled,recessed/flush stamped geometry,silver metal,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,16,PASS_EXACT,Face_Front_SourceLocked|Face_Left_SourceLocked|Face_Rear_SourceLocked|Face_Right_SourceLocked|Face_Top_SourceLocked|Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Orange_Release_Ring|Front_Drive_Carrier_05_Orange_Release_Ring|Front_Drive_Carrier_06_Orange_Release_Ring|Front_Drive_Carrier_07_Orange_Release_Ring,Face_Front_SourceLocked|Face_Left_SourceLocked|Face_Rear_SourceLocked|Face_Right_SourceLocked|Face_Top_SourceLocked|Front_Drive_Carrier_01_Orange_Release_Ring|Front_Drive_Carrier_02_Orange_Release_Ring|Front_Drive_Carrier_03_Orange_Release_Ring|Front_Drive_Carrier_04_Orange_Release_Ring|Front_Drive_Carrier_05_Orange_Release_Ring|Front_Drive_Carrier_06_Orange_Release_Ring|Front_Drive_Carrier_07_Orange_Release_Ring,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,USB 3.0 port,8,4,2,two stacked on outer side of each sled,small rectangular,outer third of each sled,recessed real port geometry,black socket with blue insert,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,17,PASS_EXACT,Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_2_USB_A_Blue_2|Rear_C6420_Sled_3_USB_A_Blue_2|Rear_C6420_Sled_4_USB_A_Blue_2,Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_2_USB_A_Blue_2|Rear_C6420_Sled_3_USB_A_Blue_2|Rear_C6420_Sled_4_USB_A_Blue_2,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,system ID indicator/button,4,2,2,one per sled,small circular,beside USB group,recessed button/lens,black white and blue,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,18,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,EST pull-out tab,4,2,2,one per sled,small horizontal tab,bottom edge of each sled rear,projects slightly,Dell blue label in black/silver tab,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,19,PASS_EXACT,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_3_Blue_Pull_Handle|Rear_C6420_Sled_4_Blue_Pull_Handle,Rear_C6420_Sled_1_Blue_Pull_Handle|Rear_C6420_Sled_2_Blue_Pull_Handle|Rear_C6420_Sled_3_Blue_Pull_Handle|Rear_C6420_Sled_4_Blue_Pull_Handle,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,iDRAC Direct micro-USB,4,2,2,one per sled,small port,center-lower area of each sled,recessed real port,black/silver,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,20,PASS_EXACT,Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_USB_A_Blue_2|Rear_C6420_Sled_2_iDRAC_RJ45|Rear_C6420_Sled_3_USB_A_Blue_2|Rear_C6420_Sled_3_iDRAC_RJ45|Rear_C6420_Sled_4_USB_A_Blue_2|Rear_C6420_Sled_4_iDRAC_RJ45,Rear_C6420_Sled_1_USB_A_Blue_2|Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_USB_A_Blue_2|Rear_C6420_Sled_2_iDRAC_RJ45|Rear_C6420_Sled_3_USB_A_Blue_2|Rear_C6420_Sled_3_iDRAC_RJ45|Rear_C6420_Sled_4_USB_A_Blue_2|Rear_C6420_Sled_4_iDRAC_RJ45,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,mini DisplayPort,4,2,2,one per sled,small port,right of micro-USB in device-sled coordinates,recessed real port,black/silver with white DP symbol,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,21,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,iDRAC or NIC RJ45 port,4,2,2,one per sled,medium rectangular,lower inner area of each sled,recessed connector with contact relief,black/silver with iDRAC text,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,22,PASS_EXACT,Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_iDRAC_RJ45|Rear_C6420_Sled_3_iDRAC_RJ45|Rear_C6420_Sled_4_iDRAC_RJ45,Rear_C6420_Sled_1_iDRAC_RJ45|Rear_C6420_Sled_2_iDRAC_RJ45|Rear_C6420_Sled_3_iDRAC_RJ45|Rear_C6420_Sled_4_iDRAC_RJ45,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,rear power button,4,2,2,one per sled,small circular,adjacent to RJ45,recessed button,silver/black,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified,23,PASS_EXACT,SOURCE_LOCKED_FACE_TEXTURE,SOURCE_LOCKED_FACE_TEXTURE,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
rear,empty low-profile PCIe blank,4,2,2,one per sled,long vented rectangle,upper inner portion of each sled,recessed stamped blank with perforation,galvanized silver,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified,24,PASS_EXACT,Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_3_PCIe_Blank|Rear_C6420_Sled_4_PCIe_Blank|Rear_C6420_Sled_2_Right_Lower_Body|Rear_C6420_Sled_2_Right_Lower_Boundary|Rear_C6420_Sled_4_Left_Lower_Body|Rear_C6420_Sled_4_Left_Lower_Boundary,Rear_C6420_Sled_1_PCIe_Blank|Rear_C6420_Sled_2_PCIe_Blank|Rear_C6420_Sled_3_PCIe_Blank|Rear_C6420_Sled_4_PCIe_Blank|Rear_C6420_Sled_2_Right_Lower_Body|Rear_C6420_Sled_2_Right_Lower_Boundary|Rear_C6420_Sled_4_Left_Lower_Body|Rear_C6420_Sled_4_Left_Lower_Boundary,qa/rotation-review-20260827/matched-camera/three-standard/rear/source.png|render.png|overlay.png|difference.png,count; rows/columns; order; relative size; position; depth/relief; color/material; handedness; source lineage; standard/web render,Exact row mapped to final GLB named relief and/or source-locked face texture; manually reviewed in matched camera and four frozen-hash WebGL combinations
